-5,651705734
-4,8956556
-4,126057445
-3,431282374
-2,89235959
-2,530197327
-2,362814275
-2,361088347
-2,590520466
-2,953932439
-3,345343094
-3,61035
-3,785517625
-3,906972358
-3,998256342
-4,043523108
-4,051776217
-4,054475732
-4,072070149
-4,08294365
-4,07343973
-4,087107207
-4,146683138
-4,225574301
-4,292086668
-4,334379738
-4,364960369
-4,413985988
-4,480484997
-4,525976803
-4,539856965
-4,551850006
-4,583426718
-4,599261186
-4,549752969
-4,475164153
-4,390221363
-4,324882441
-4,212048593
-4,081282882
-3,98026337
-3,889579695
-3,77198409
-3,580982469
-3,400838722
-3,272044868
-3,193975236
-3,165357909
-3,194190878
-3,236267014
-3,27897385
-3,273899165
-3,253414534
-3,222320073
-3,189425786
-3,20234941
-3,262738007
-3,321884016
-3,402583548
-3,51271129
-3,637275462
-3,75973616
-3,857262197
-3,936119389
-3,989956836
-4,021331721
-4,025812026
-4,025812026
-4,02479471
-4,021742484
-4,018689841
-4,011565386
-3,998328248
-3,987348855
-3,998640375
-4,042580905
-4,098953048
-4,137148649
-4,149828294
-4,15838248
-4,179613037
-4,210417897
-4,253894152
-4,280046764
-4,30655673
-4,337026199
-4,382716163
-4,426488187
-4,469378322
-4,530776779
-4,613864721
-4,735989255
-4,894048935
-5,045132977
-5,162071871
-5,222028851
-5,256520722
-5,27466632
-5,281015108
-5,281015108
-5,288432381
-5,322762648
-5,385075253
-5,514988943
-5,698341721
-5,890623956
-6,096769881
-6,254736282
-6,384723676
-6,498403405
-6,621668981
-6,741632726
-6,845617656
-6,935847108
-7,011052573
-7,068834647
-7,103087132
-7,149187925
-7,215512135
-7,277557721
-7,352523748
-7,42111913
-7,506828916
-7,589222512
-7,670279207
-7,730168278
-7,755802804
-7,76007363
-7,76007363
-7,766496811
-7,785768371
-7,80504296
-7,832858373
-7,884221943
-7,929160336
-7,952712812
-7,960304343
-7,97874645
-7,993857719
-8,01090147
-8,045057047
-8,088973676
-8,150576417
-8,202554757
-8,236234844
-8,253656742
-8,260095154
-8,283660413
-8,296687948
-8,302105435
-8,331238605
-8,377502206
-8,433426336
-8,490666063
-8,579111746
-8,692130462
-8,854705071
-9,061363966
-9,329703038
-9,630991945
-9,933608791
-10,23510289
-10,52410876
-10,79763619
-10,98971705
-11,1169256
-11,1538942
-11,1538942
-11,12776642
-11,10817399
-11,10817399
-11,10817399
-11,08205531
-11,06246972
-11,05439926
-11,05169805
-11,06368846
-11,07155164
-11,06875742
-11,07910949
-11,09771504
-11,11640165
-11,15897034
-11,21638481
-11,27664801
-11,34510795
-11,42511679
-11,51328816
-11,59753657
-11,64191169
-11,66772587
-11,68818192
-11,68169043
-11,6436898
-11,61598466
-11,59112275
-11,5925144
-11,62045758
-11,65373165
-11,70958394
-11,78238341
-11,86580584
-11,98760304
-12,13240741
-12,26544612
-12,3823831
-12,46586819
-12,48170986
-12,47890944
-12,47890944
-12,47235067
-12,45923407
-12,43956158
-12,40273918
-12,35532575
-12,29230805
-12,25674046
-12,23833566
-12,22898248
-12,22898248
-12,23146881
-12,23395487
-12,21554784
-12,14446287
-12,0615236
-11,99944454
-11,96229665
-11,95290717
-11,95942917
-11,96066025
-11,9369529
-11,91201777
-11,88300184
-11,85521262
-11,83679892
-11,8314614
-11,84977645
-11,8721518
-11,90225865
-11,93512821
-11,96828669
-12,00115858
-12,02764576
-12,06947106
-12,12659295
-12,21347581
-12,31395835
-12,41775701
-12,52262804
-12,6026421
-12,64224633
-12,63926355
-12,60270267
-12,56385797
-12,5054531
-12,40902548
-12,29817626
-12,20547197
-12,16359325
-12,15416828
-12,15656743
-12,1471391
-12,11936873
-12,06023752
-12,00349872
-11,95739161
-11,91366107
-11,8675516
-11,83208212
-11,79425042
-11,76824638
-11,73043031
-11,67276804
-11,61381521
-11,54306023
-11,48646954
-11,47050837
-11,45752836
-11,45869753
-11,45986663
-11,42975551
-11,39782545
-11,33461661
-11,25715389
-11,15654103
-11,00560914
-10,78803198
-10,55903162
-10,30689731
-10,07139406
-9,892883627
-9,782002612
-9,766763507
-9,806311606
-9,851021564
-9,891644991
-9,917210081
-9,93006917
-9,888440442
-9,798620435
-9,672751405
-9,543708958
-9,395578081
-9,234806391
-9,081648883
-8,969007999
-8,894650076
-8,842604315
-8,808615926
-8,779940135
-8,749153311
-8,723683973
-8,641926145
-8,493792295
-8,291645263
-8,102160271
-7,971471509
-7,884944258
-7,82793412
-7,789942325
-7,751962504
-7,720321803
-7,69603689
-7,641526901
-7,551258271
-7,444218517
-7,335035792
-7,242666671
-7,1650886
-7,08537169
-7,006807967
-6,929249084
-6,855867339
-6,799263695
-6,743793426
-6,682032452
-6,603648
-6,512696314
-6,3767929
-6,182136821
-5,957266149
-5,75862423
-5,59359462
-5,44447877
-5,287970094
-5,123454974
-4,974445649
-4,827485333
-4,673105083
-4,513447174
-4,369581937
-4,250973975
-4,13094519
-4,007208338
-3,89838576
-3,813353035
-3,743116382
-3,657029715
-3,559505386
-3,472497217
-3,368880507
-3,245437517
-3,121060551
-2,984521965
-2,802605319
-2,589447556
-2,342448026
-2,094876781
-1,863960335
-1,674756744
-1,530049659
-1,411464292
-1,33126874
-1,265192565
-1,234999445
-1,222984262
-1,207391733
-1,174359951
-1,139713136
-1,09101632
-1,058062203
-1,00695106
-0,957523596
-0,907293962
-0,860732998
-0,778424951
-0,654591927
-0,500966193
-0,335993202
-0,155999633
0,021635159
0,167784133
0,292866843
0,403674119
0,488960001
0,583192436
0,686501182
0,790667449
0,888058446
0,961426483
1,010810499
1,045156914
1,07353609
1,096657108
1,124261463
1,170548886
1,231058885
1,287109518
1,352180287
1,414993899
1,474061253
1,539847124
1,612347878
1,687059008
1,764105264
1,871194451
1,982106776
2,068449334
2,141234703
2,229097158
2,308636921
2,392045063
2,440799138
2,48429995
2,522544809
2,567469555
2,62921822
2,701527346
2,787577961
2,884239372
2,967237324
3,035140299
3,083366123
3,106619036
3,112680151
3,09310104
3,056394438
3,041415844
3,069946477
3,10900575
3,14806646
3,181885523
3,201331952
3,20437215
3,183899187
3,170629711
3,160571811
3,159065402
3,156055041
3,15364118
3,145890416
3,142016224
3,131160807
3,10084227
3,006283948
2,888091074
2,746616334
2,62134667
2,511616768
2,395399022
2,308534926
2,251472741
2,230029395
2,224085965
2,224085965
2,224836193
2,19887243
2,13950171
2,05936995
1,959170057
1,857552789
1,773049076
1,676648049
1,568233126
1,433671274
1,243643823
1,003834291
0,753081479
0,507156293
0,281375505
0,092587809
-0,059976089
-0,167807014
-0,231137047
-0,188808886
-0,091867586
0,024788742
0,15676007
0,283599379
0,408252296
0,485589496
0,539877538
0,556754879
0,55759619
0,516839861
0,433885405
0,337262186
0,245089424
0,157359708
0,074296227
-0,001138494
-0,081053766
-0,153592559
-0,212713498
-0,267383831
-0,302245443
-0,335359831
-0,3518419
-0,380484908
-0,418652313
-0,480270037
-0,572335741
-0,707100983
-0,868196815
-1,079315422
-1,328187998
-1,628631666
-2,008509731
-2,420299272
-2,773837857
-3,044600431
-3,23060116
-3,43456156
-3,629977054
-3,782114267
-3,88957333
-3,980045374
-4,113686039
-4,247896384
-4,342504799
-4,399115406
-4,457812885
-4,510255964
-4,535518364
-4,547223586
-4,559986807
-4,577136428
-4,592013578
-4,602484559
-4,618402736
-4,648576662
-4,693016731
-4,736241236
-4,790553796
-4,888865745
-4,999134865
-5,077208346
-5,108774726
-5,120640714
-5,125978747
-5,128113628
-5,131315596
-5,132382824
-5,146147745
-5,181104712
-5,234137999
-4,262709027
-4,330715853
-4,401667183
-4,48517398
-4,575275363
-4,668600207
-4,748674864
-4,808340548
-4,854932903
-4,876704924
-4,892712715
-4,925410967
-4,961120969
-5,024512944
-5,086288113
-5,135072455
-5,191712656
-5,227870298
-5,245813328
-5,24104413
-5,224924035
-5,209948125
-5,232950603
-5,281054811
-5,343068968
-5,381225236
-5,418214763
-5,470868046
-5,54927928
-5,638409822
-5,716039137
-5,786461197
-5,837510363
-5,875634004
-5,909660959
-5,904915946
-5,910313341
-5,929525925
-5,96084063
-6,018938327
-6,093042089
-6,172725797
-6,224484391
-6,269312774
-6,274958423
-6,274958423
-6,28787111
-6,294327972
-6,294327972
-6,311688336
-6,344395854
-6,399304979
-6,48764541
-6,592774067
-6,743601546
-6,942799257
-7,194792323
-7,419937622
-7,569485296
-7,663558892
-7,68300202
-7,685117508
-7,685117508
-7,685117508
-7,687232838
-7,693715264
-7,700198313
-7,726132773
-7,749576556
-7,780756878
-7,823668069
-7,85884484
-7,883551569
-7,907005961
-7,910985847
-7,9016021
-7,894065544
-7,898341938
-7,90637906
-7,905120764
-7,911798766
-7,926214642
-7,948371173
-7,965302996
-7,983496977
-7,979709179
-7,978446489
-8,01483167
-8,081129528
-8,134066946
-8,171348959
-8,210308888
-8,242784794
-8,28826526
-8,345484772
-8,438705036
-8,561948075
-8,71481682
-8,910506975
-9,15881589
-9,460048154
-9,794851941
-10,17382371
-10,51407192
-10,78154211
-10,8832103
-10,90033329
-10,8219625
-10,75354648
-10,71391409
-10,68749911
-10,68089619
-10,69219855
-10,71617593
-10,75049436
-10,78134316
-10,80033101
-10,81285776
-10,82400902
-10,8395842
-10,85088351
-10,87485598
-10,91287533
-10,96218494
-11,00419141
-11,04192835
-11,08545059
-11,14341682
-11,21788363
-11,3115969
-11,41228198
-11,51893194
-11,59914211
-11,66775312
-11,68886537
-11,69550449
-11,69550449
-11,69550449
-11,70112966
-11,7298926
-11,7741336
-11,80926387
-11,83453872
-11,86087879
-11,91764456
-11,98348081
-12,02028546
-12,04379425
-12,07610715
-12,10841119
-12,14351158
-12,19087205
-12,23468314
-12,2802194
-12,31349789
-12,32156298
-12,33138264
-12,35383619
-12,39453112
-12,46887307
-12,55999696
-12,69135684
-12,85850801
-13,03475205
-13,16909822
-13,2677372
-13,33099017
-13,34580214
-13,34723733
-13,34341795
-13,34628739
-13,34915659
-13,3590573
-13,37728263
-13,39516782
-13,41305287
-13,43653326
-13,45585411
-13,47389042
-13,49575255
-13,52685893
-13,59708518
-13,67006667
-13,74627515
-13,83768897
-13,94445412
-14,03956844
-14,12682233
-14,2114609
-14,30253702
-14,3912672
-14,4843456
-14,62828246
-14,81423449
-15,03573574
-15,25002436
-15,4561167
-15,63173662
-15,75557592
-15,83091537
-15,85277948
-15,86357895
-15,86357895
-15,86357895
-15,86761962
-15,87569957
-15,88825062
-15,90738544
-15,92397009
-15,94607911
-15,96967562
-15,99177604
-16,01237966
-16,03148553
-16,04526094
-16,06579869
-16,09966183
-16,12572509
-16,16934501
-16,19669348
-16,2265615
-16,25367233
-16,29706286
-16,36497982
-16,44134482
-16,51538933
-16,58937452
-16,70511691
-16,84906286
-16,98286629
-17,11364173
-17,24462203
-17,36051063
-17,46930813
-17,5967587
-17,71767213
-17,84615796
-17,97046509
-18,07397859
-18,14464152
-18,20370369
-18,25269804
-18,28843947
-18,29041117
-18,27308628
-18,26629113
-18,26782122
-18,27866339
-18,29256446
-18,31035373
-18,3398028
-18,38936682
-18,45220773
-18,53798949
-18,64139862
-18,74173081
-18,83331457
-18,89174836
-18,93313976
-18,95300518
-18,95300518
-18,95300518
-18,94773997
-18,94862309
-18,9555358
-18,9586069
-18,96398371
-18,95279851
-18,96365858
-18,9905279
-19,04040687
-19,09639972
-19,1601176
-19,22454043
-19,32322677
-19,45459196
-19,60783463
-19,78055148
-19,93090824
-20,0763825
-20,21785996
-20,34567255
-20,40393622
-20,41074969
-20,40393627
-20,39338248
-20,37820999
-20,36457585
-20,34412682
-20,34412682
-20,34412682
-20,33049531
-20,31686552
-20,31158533
-20,30016088
-20,27885498
-20,25534609
-20,26214414
-20,28169977
-20,31246112
-20,33132858
-20,36598997
-20,40590145
-20,46902761
-20,55005024
-20,649781
-20,72518115
-20,76419637
-20,7878273
-20,82370138
-20,83414978
-20,83784658
-20,83842361
-20,81638809
-20,78232214
-20,74884773
-20,70857794
-20,66244958
-20,62987461
-20,59578579
-20,58581151
-20,59102843
-20,60978135
-20,62324676
-20,65149779
-20,69905757
-20,74961412
-20,79211369
-20,8241924
-20,8584259
-20,89177419
-20,91364992
-20,93863478
-20,93672244
-20,94150261
-20,92736741
-20,93881012
-20,97117692
-21,00188601
-21,05853918
-21,12558618
-21,17908152
-21,23251064
-21,29039586
-21,31172935
-21,34045403
-21,355388
-21,36700338
-21,36003064
-21,32750315
-21,28817716
-21,24885848
-21,22314949
-21,18914637
-21,18003537
-21,17092198
-21,16527767
-21,1558156
-21,12112357
-21,03903507
-20,93067889
-20,82555287
-20,73241192
-20,62690897
-20,54708602
-20,50333904
-20,49713584
-20,51544043
-20,53374065
-20,553504
-20,56392412
-20,55931371
-20,51882364
-20,45674777
-20,38500016
-20,29463308
-20,20140584
-20,10967517
-20,0298543
-19,97975492
-19,969961
-19,97488791
-20,01925254
-20,07810625
-20,1409982
-20,15164165
-20,12684715
-20,04110132
-19,90725138
-19,77971288
-19,67863968
-19,63149454
-19,6261728
-19,6545237
-19,69103151
-19,69918275
-19,70059657
-19,70483748
-19,71133462
-19,7215008
-19,75114928
-19,79518224
-19,8645639
-19,94966703
-20,03720296
-20,13975591
-20,24018929
-20,32445693
-20,35189724
-20,32554399
-20,23752293
-20,13638733
-20,02184586
-19,89840978
-19,79353146
-19,74664947
-19,75550836
-19,77385358
-19,78440625
-19,79859893
-19,80882235
-19,7817512
-19,76366571
-19,7349486
-19,69862021
-19,66503806
-19,63452724
-19,60400689
-19,57883156
-19,57653338
-19,59495042
-19,65000611
-19,71637069
-19,73916084
-19,72330269
-19,66330422
-19,5741257
-19,46831751
-19,35796974
-19,26778284
-19,21707213
-19,2101722
-19,24230501
-19,28875057
-19,32806762
-19,33460755
-19,29462585
-19,23726283
-19,16661815
-19,07274299
-18,97500388
-18,8907102
-18,85002831
-18,84238843
-18,84765941
-18,87120664
-18,90141374
-18,92596084
-18,9139068
-18,85789317
-18,75997236
-18,62126181
-18,47472805
-18,33498832
-18,22860755
-18,1653845
-18,13795109
-18,14372739
-18,15570809
-18,17687584
-18,19803744
-18,21919287
-18,23004222
-18,22697927
-18,18165707
-18,09522578
-17,9478645
-17,74273125
-17,51311771
-17,27232488
-17,04508394
-16,83745949
-16,66294068
-16,55136075
-16,51497662
-16,51718296
-16,54159259
-16,56727918
-16,57943688
-16,56581981
-16,52756493
-16,46839259
-16,39896694
-16,30986584
-16,19740921
-16,08873451
-15,98415198
-15,91847097
-15,86900269
-15,82725629
-15,79623176
-15,76702903
-15,73664908
-15,69854988
-15,63055153
-15,51703353
-15,36060998
-15,20712252
-15,04982241
-14,89496377
-14,72606502
-14,57032516
-14,40399592
-14,23780205
-14,08246163
-13,96922212
-13,89756834
-13,84044132
-13,78778392
-13,74270852
-13,66841945
-13,57581133
-13,46006635
-13,34971068
-13,22921306
-13,12331688
-13,01640282
-12,93270055
-12,8554836
-12,78350598
-12,70344024
-12,61929099
-12,52748805
-12,43998676
-12,36812414
-12,29093536
-12,22297403
-12,14689473
-12,0751261
-12,00724282
-11,94297354
-11,86654809
-11,7464477
-11,6020149
-11,4150532
-11,16454156
-10,89066168
-10,5740306
-10,24805504
-9,918391978
-9,60391811
-9,318193613
-9,088560028
-8,929930295
-8,849008022
-8,832491701
-8,832491701
-8,832491701
-8,832491701
-8,832491701
-8,832491701
-8,832491701
-8,832491701
-8,832491701
-8,832491701
-8,832491701
-8,832491701
-8,832491701
-8,832491701
-8,826220222
-8,819949067
-8,803433971
-8,776674127
-8,72086194
-8,648542372
-8,55972058
-8,437892196
-8,30583129
-8,173786599
-8,062268138
-7,973516168
-7,874518756
-7,783570976
-7,711354374
-7,663688771
-7,626680502
-7,587466458
-7,523338818
-7,424071727
-7,258944574
-7,029918651
-6,758185021
-6,436874691
-6,081533673
-5,70553281
-5,353232265
-5,025786976
-4,792310861
-4,653788426
-4,582436287
-4,545789505
-4,541851027
-4,556737212
-4,565005692
-4,558901184
-4,5503112
-4,546995916
-4,536748883
-4,532602798
-4,5085
-4,495461445
-4,472927496
-4,436375641
-4,381570544
-4,345048939
-4,316574975
-4,316574975
-4,306356895
-4,300272558
-4,273752083
-4,228984749
-4,167926391
-4,0803648
-3,964380155
-3,803724704
-3,598762405
-3,360371312
-3,132933933
-2,931336857
-2,768903442
-2,627189819
-2,515910005
-2,452779105
-2,431567388
-2,42505152
-2,421973662
-2,425411124
-2,428847833
-2,421296842
-2,406197526
-2,387760498
-2,367791238
-2,321158605
-2,262562919
-2,192795001
-2,11786446
-2,0669321
-2,052681025
-2,04887209
-2,047348134
-2,041367393
-2,041367393
-2,039081631
-2,021131203
-2,001655232
-1,971749443
-1,950622571
-1,944647452
-1,933458779
-1,923276059
-1,890962697
-1,832312354
-1,779634442
-1,738892783
-1,710532548
-1,703298638
-1,696064441
-1,685126234
-1,685126234
-1,67494175
-1,668976471
-1,668223192
-1,661744
-1,648785124
-1,627603156
-1,60521656
-1,545343402
-1,469109327
-1,35193385
-1,185353031
-1,001664945
-0,807204302
-0,576103856
-0,289525214
0,062723321
0,445948405
0,855063979
1,217345954
1,471244377
1,596934673
1,6371929
1,650125807
1,657771011
1,657771011
1,663596148
1,675245371
1,686893462
1,698539617
1,742151286
1,793049602
1,845326963
1,890057121
1,940426411
2,01609725
2,105614525
2,217534328
2,340870484
2,478056177
2,631800415
2,826149602
3,049043503
3,270479128
3,482423159
3,681712731
3,875345806
4,072008829
4,277914239
4,487770438
4,666752965
4,808750727
4,904551575
4,956965517
4,980751223
5,01923876
5,078934098
5,145121889
5,242651402
5,371691095
5,546994152
5,749456755
5,972340238
6,176840833
6,337841973
6,44118433
6,497415559
6,542896967
6,585783436
6,643466152
6,690619187
6,746950312
6,788611086
6,843860275
6,889988638
6,938077907
6,974438275
6,99763208
7,01477329
7,041105926
7,065928279
7,112102575
7,198296291
7,306776295
7,426375785
7,551376766
7,688328497
7,841286307
8,034757183
8,237958126
8,421786223
8,555067694
8,605791771
8,607152393
8,60196646
8,622954713
8,683952205
8,769276394
8,854137098
8,965655031
9,085949575
9,195669765
9,251068397
9,274790948
9,272366944
9,265806769
9,290033408
9,324334925
9,347626468
9,355281372
9,362935457
9,365547232
9,365982608
9,365982608
9,366418006
9,368159828
9,369902013
9,372951713
9,386538432
9,411085869
9,429703692
9,453790887
9,479162973
9,516324011
9,547982404
9,553602644
9,560085484
9,563968107
9,56698914
9,569147677
9,56957945
9,575898848
9,581781061
9,598994044
9,631688946
9,668106664
9,71413273
9,766884183
9,842167352
9,90995132
9,971443205
10,02331397
10,05552192
10,09651394
10,12327728
10,1546417
10,19562988
10,23324865
10,27085924
10,30220975
10,32771801
10,33816734
10,34359676
10,34861639
10,35445496
10,35569581
10,37076617
10,39627245
10,42761409
10,46356614
10,49449761
10,52421397
10,54550904
10,58145958
10,6282545
10,68930662
10,74533984
10,81139748
10,87324462
10,94552366
11,02705942
11,12405447
11,23109595
11,34316207
11,43939845
11,53954904
11,63544073
11,72275844
11,76459441
11,79641417
11,84259105
11,91415895
11,998971
12,05505768
12,06564768
12,03110413
11,990499
11,95632953
11,9171878
11,88340803
11,87464202
11,90166802
11,95703031
12,04719192
12,1521067
12,25343917
12,36388942
12,48877442
12,61806054
12,71452911
12,79051829
12,83009168
12,84348646
12,83291568
12,82760039
12,82228473
12,82295634
12,81831288
12,80303878
12,79308056
12,77881986
12,75460808
12,73476073
12,72017155
12,72023324
12,72527123
12,73030925
12,73064989
12,74106593
12,76659424
12,79184528
12,81737229
12,83322295
12,83408763
12,80928493
12,78516569
12,76098934
12,75580868
12,76594869
12,77602273
12,79079365
12,79617107
12,7965112
12,79120035
12,79154071
12,77662985
12,75178036
12,72230792
12,6928419
12,68366662
12,68345951
12,69284198
12,69753381
12,70795335
12,72844632
12,75866895
12,77316528
12,79331587
12,80380301
